iterations,learning_rate,depth,l2_leaf_reg,subsample,border_count,eval_metric,task_type,verbose,scale_pos_weight,random_state,score,training_score,cv_scores,cv_std,weight_factor
500,0.03120659802284773,12,8.181175589517238,0.6736681243794981,107,Recall,CPU,False,4515.9872255280925,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,163.7397266034792
500,0.24457363544379654,16,4.954780337206101,0.874814049584014,54,Recall,CPU,False,26866.976562823314,42,0.9649769704447559,0.9649468070578399,"[np.float64(0.9649369754569411), np.float64(0.9649158085239239), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",4.183607613646816e-05,974.137254461418
500,0.1173314516038542,15,5.661806434494909,0.9543732606288229,97,Recall,CPU,False,22884.852529195727,42,0.9649515700355265,0.9649637407624688,"[np.float64(0.9648628911913808), np.float64(0.9649052250574153), np.float64(0.9649895222572656), np.float64(0.9650001058357852), np.float64(0.9650001058357852)]",5.685703710815811e-05,829.7542285570263
500,0.05154047518567454,14,7.580844973267762,0.9242284436161979,127,Recall,CPU,False,7725.161713897999,42,0.964996020527656,0.9649949622546947,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9649789386787461), np.float64(0.9650106894143048), np.float64(0.9649683551002265)]",1.8572541214167206e-05,280.09730848018637
500,0.030292031240826644,12,2.738107283015038,0.7050885200055406,237,Recall,CPU,False,12011.31814223033,42,0.9647695319473373,0.964761595579065,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9646931820587177), np.float64(0.9644709269098067), np.float64(0.964661431323159)]",0.00021135342496879608,435.5038777874792
500,0.1856615038612209,16,9.138644655808253,0.7114891157307184,162,Recall,CPU,False,9406.095143974739,42,0.9650023707643764,0.9650050165856812,"[np.float64(0.9650110597225016), np.float64(0.964968725856467), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.6823065305867896e-05,341.0442435652891
500,0.2501084116918728,12,3.4679238860587214,0.9610356572652401,249,Recall,CPU,False,2866.004703268403,42,0.9649558035117387,0.9649441611702108,"[np.float64(0.9650110597225016), np.float64(0.9647358895932774), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",0.00010995705276367025,103.91500310379578
500,0.06990091727204725,12,4.358162483409376,0.6092880597110943,45,Recall,CPU,False,11462.622979399877,42,0.9650066041061758,0.9650050166010826,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9649895222572656)]",8.54252984650176e-06,415.60940256783255
500,0.20072470089254357,12,6.605352924494277,0.5807628722890159,58,Recall,CPU,False,20896.523082080275,42,0.964921935836454,0.9649362236081332,"[np.float64(0.9648417242583636), np.float64(0.9650110597225016), np.float64(0.9649260207861482), np.float64(0.9648942700505895), np.float64(0.9649366043646678)]",5.545126250220294e-05,757.6617925492474
500,0.17401704058892822,16,4.922822640551712,0.8516592819834015,40,Recall,CPU,False,11268.187430371554,42,0.9650023707643764,0.965002899875578,"[np.float64(0.9650004762559928), np.float64(0.9649793093229756), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.2190316250133316e-05,408.5595988261552
500,0.011483870869212449,10,1.630589816144489,0.5184274426269916,252,Recall,CPU,False,16502.528762332775,42,0.9646912140711515,0.9647843500390583,"[np.float64(0.9649581423899584), np.float64(0.9647782234593119), np.float64(0.9650106894143048), np.float64(0.9636983256778782), np.float64(0.9650106894143048)]",0.0005037415433080394,598.3452593789033
500,0.010271943461065261,10,1.3691791748247937,0.5030984667097067,253,Recall,CPU,False,16009.684590653567,42,0.9646933307420511,0.964786995925287,"[np.float64(0.9649793093229756), np.float64(0.9647782234593119), np.float64(0.9650106894143048), np.float64(0.9636877420993586), np.float64(0.9650106894143048)]",0.0005102219309698314,580.475817793086
500,0.011955337809919123,10,1.1156949115736245,0.5008202707363074,201,Recall,CPU,False,17730.02990423398,42,0.9646467633774023,0.964636180504043,"[np.float64(0.9649158085239239), np.float64(0.9646618053277171), np.float64(0.9650106894143048), np.float64(0.9636348242067608), np.float64(0.9650106894143048)]",0.0005218269362318781,642.8517407622421
500,0.010771455819096115,10,1.4549627169071808,0.504349562399885,194,Recall,CPU,False,17598.902802204295,42,0.9646361800901111,0.9646229510434949,"[np.float64(0.9646723887942257), np.float64(0.9647676399928032), np.float64(0.9650106894143048), np.float64(0.9637194928349173), np.float64(0.9650106894143048)]",0.0004773725521896355,638.0973615391839
500,0.01745257710988826,10,2.6658869309160114,0.5951407577697583,192,Recall,CPU,False,19833.07872331215,42,0.9646255966236025,0.964625067752198,"[np.float64(0.9646406383946998), np.float64(0.964746473059786), np.float64(0.9650106894143048), np.float64(0.9637194928349173), np.float64(0.9650106894143048)]",0.00047591057111049214,719.103647925102
500,0.018559371203704506,11,2.953699590715257,0.608792390884937,176,Recall,CPU,False,20660.967944836262,42,0.9649219364189111,0.9649219357141258,"[np.float64(0.9648523077248722), np.float64(0.9647253061267688), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",0.00011588175818100228,749.1210833208528
500,0.01933132607635546,11,2.5982301473533282,0.8108641332130286,204,Recall,CPU,False,25944.578112691994,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,940.6931230896084
500,0.01835483636744533,11,3.793043416763582,0.5825094899978508,209,Recall,CPU,False,19284.21150677592,42,0.9647377841016611,0.9647377819351368,"[np.float64(0.9641643824018119), np.float64(0.9644924698635792), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",0.0003499715742179971,699.2029344179361
500,0.02977831254185572,13,2.1247798137219185,0.6378033494155029,174,Recall,CPU,False,14794.11384415796,42,0.96500660415098,0.9650034290531038,"[np.float64(0.9650110597225016), np.float64(0.9649898927894842), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",8.356911509943753e-06,536.401906207762
500,0.05013487336385276,10,2.1356969501070076,0.7829974303923855,139,Recall,CPU,False,22795.445058085323,42,0.9642191926745853,0.9641673290901445,"[np.float64(0.9632859546815964), np.float64(0.9635187909447861), np.float64(0.9642804224964545), np.float64(0.9650001058357852), np.float64(0.9650106894143048)]",0.000721323405979821,826.5125110443701
500,0.06287583659030768,13,6.077285744619264,0.7321343402160251,146,Recall,CPU,False,23763.33338275126,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,861.606004836299
500,0.014626119235173434,10,2.0796657484091536,0.7837499012873448,222,Recall,CPU,False,22510.10653888036,42,0.9642488244766234,0.9643102071663332,"[np.float64(0.9650110597225016), np.float64(0.9628414490882343), np.float64(0.9650106894143048), np.float64(0.9633702347437716), np.float64(0.9650106894143048)]",0.0009481038275538594,816.1667662955907
500,0.04144571251828513,11,3.6413895157690015,0.7798477502936747,224,Recall,CPU,False,23436.72472894653,42,0.9649939039911697,0.9649859661947513,"[np.float64(0.964968725856467), np.float64(0.964968725856467), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",2.0557860898880697e-05,849.7638961212853
500,0.01545134349750773,10,2.2808323889851367,0.7868899772915635,139,Recall,CPU,False,25000.027724172767,42,0.9642191926745853,0.9641673290901445,"[np.float64(0.9632859546815964), np.float64(0.9635187909447861), np.float64(0.9642804224964545), np.float64(0.9650001058357852), np.float64(0.9650106894143048)]",0.000721323405979821,906.4458113379101
500,0.09785381875524712,11,2.1780827171230372,0.7819244899846625,127,Recall,CPU,False,25451.658096534422,42,0.9649939038343543,0.9649891413019105,"[np.float64(0.9650110597225016), np.float64(0.9650004762559928), np.float64(0.9649789386787461), np.float64(0.9650106894143048), np.float64(0.9649683551002265)]",1.7297228775166827e-05,922.8209315504516
500,0.02255962391738515,10,4.2754080294540024,0.8447998961744053,89,Recall,CPU,False,22484.98498125117,42,0.9646404137231388,0.9647187319880514,"[np.float64(0.9646723887942257), np.float64(0.9646723887942257), np.float64(0.9650106894143048), np.float64(0.9638359121986326), np.float64(0.9650106894143048)]",0.000429761721937094,815.2559140782051
500,0.03769971950439173,11,2.089298761721424,0.7718916675977953,146,Recall,CPU,False,24634.786413048972,42,0.9648753691662731,0.9648864808198951,"[np.float64(0.9649581423899584), np.float64(0.9643866351984929), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",0.0002452129712733488,893.2029677599562
500,0.013833975086973059,10,3.3400369974686903,0.9011916811683676,130,Recall,CPU,False,22245.735381483442,42,0.9649896703805443,0.9649864954366836,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9649577715217069), np.float64(0.9650106894143048), np.float64(0.9649577715217069)]",2.604566017288988e-05,806.5812517951695
500,0.02503326420879898,14,1.88566958985689,0.8188886716951712,74,Recall,CPU,False,27206.182393030234,42,0.9648817178796447,0.964903943961076,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9646720149016785), np.float64(0.9647037656372373)]",0.0001585778174433709,986.4361089812937
500,0.013903958244629467,11,4.349813066747159,0.6781930274518905,108,Recall,CPU,False,21128.837526652565,42,0.9649198197256093,0.9649198190040226,"[np.float64(0.964746473059786), np.float64(0.9648205573253463), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",0.00011373125483249176,766.0850014160212
